state_name,district_name,year,month,total_rainfall_mm,rainy_days,data_days,lpa_mm,departure_pct,anomaly_category
Telangana,Jangoan,2020,2,3.8562466389999996,1,25,1.41,172.95,Large Excess
Telangana,Jangoan,2020,3,10.937358979,2,27,11.83,-7.57,Below Normal
Telangana,Jangoan,2020,4,14.026619282,3,27,25.56,-45.13,Large Deficit
Telangana,Jangoan,2020,5,12.994333377,2,25,30.18,-56.95,Large Deficit
Telangana,Jangoan,2020,6,71.46268371400001,8,25,102.52,-30.29,Large Deficit
Telangana,Jangoan,2020,7,238.29514369,15,26,284.89,-16.36,Below Normal
Telangana,Jangoan,2020,8,0.0,0,27,113.85,-100.0,Large Deficit
Telangana,Jangoan,2020,9,6.925618275000001,1,21,151.56,-95.43,Large Deficit
Telangana,Jangoan,2020,10,10.845982431000001,2,22,66.38,-83.66,Large Deficit
Telangana,Jangoan,2020,11,0.0,0,25,15.37,-100.0,Large Deficit
Telangana,Jangoan,2020,12,3.82900057,1,23,2.58,48.38,Large Excess
Telangana,Jangoan,2021,1,0.24915468,0,25,13.22,-98.12,Large Deficit
Telangana,Jangoan,2021,2,1.011987443,0,22,1.41,-28.37,Large Deficit
Telangana,Jangoan,2021,3,0.0,0,24,11.83,-100.0,Large Deficit
Telangana,Jangoan,2021,4,29.582646183999998,3,25,25.56,15.72,Above Normal
Telangana,Jangoan,2021,5,17.812676463,2,27,30.18,-40.98,Large Deficit
Telangana,Jangoan,2021,6,114.294087824,9,23,102.52,11.49,Above Normal
Telangana,Jangoan,2021,7,265.436892991,12,24,284.89,-6.83,Below Normal
Telangana,Jangoan,2021,8,92.226126681,6,23,113.85,-18.99,Below Normal
Telangana,Jangoan,2021,9,243.42018682199998,11,23,151.56,60.61,Large Excess
Telangana,Jangoan,2021,10,43.803197233,5,24,66.38,-34.01,Large Deficit
Telangana,Jangoan,2021,11,55.947361758,5,25,15.37,264.1,Large Excess
Telangana,Jangoan,2021,12,0.148796378,0,23,2.58,-94.23,Large Deficit
Telangana,Jangoan,2022,1,86.475836748,5,25,13.22,553.92,Large Excess
Telangana,Jangoan,2022,2,0.0,0,22,1.41,-100.0,Large Deficit
Telangana,Jangoan,2022,3,2.181623527,0,25,11.83,-81.56,Large Deficit
Telangana,Jangoan,2022,4,5.720698217,1,26,25.56,-77.62,Large Deficit
Telangana,Jangoan,2022,5,6.5349097837,0,24,30.18,-78.35,Large Deficit
Telangana,Jangoan,2022,6,171.884496965,10,25,102.52,67.66,Large Excess
Telangana,Jangoan,2022,7,361.134495019,15,20,284.89,26.76,Large Excess
Telangana,Jangoan,2022,10,81.5327589079,5,13,66.38,22.83,Large Excess
Telangana,Jangoan,2022,11,0.0016038537000000002,0,26,15.37,-99.99,Large Deficit
Telangana,Jangoan,2022,12,0.4455895147,0,20,2.58,-82.73,Large Deficit
Telangana,Jangoan,2023,1,0.3306157426,0,24,13.22,-97.5,Large Deficit
Telangana,Jangoan,2023,2,0.0,0,21,1.41,-100.0,Large Deficit
Telangana,Jangoan,2023,3,57.831763274900005,4,23,11.83,388.72,Large Excess
Telangana,Jangoan,2023,4,68.0732776484,6,26,25.56,166.29,Large Excess
Telangana,Jangoan,2023,5,99.2516486975,4,24,30.18,228.84,Large Excess
Telangana,Jangoan,2023,6,65.9382019921,6,21,102.52,-35.68,Large Deficit
Telangana,Jangoan,2023,7,486.47783975569996,16,23,284.89,70.76,Large Excess
Telangana,Jangoan,2023,8,42.160588253700006,5,25,113.85,-62.97,Large Deficit
Telangana,Jangoan,2023,9,112.9856644275,9,24,151.56,-25.45,Large Deficit
Telangana,Jangoan,2023,10,4.6534217907,1,26,66.38,-92.99,Large Deficit
Telangana,Jangoan,2023,11,16.4214637446,3,24,15.37,6.87,Above Normal
Telangana,Jangoan,2023,12,2.9626601343,0,27,2.58,14.81,Above Normal
Telangana,Jangoan,2024,1,0.0,0,3,13.22,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,1,0.0,0,31,12.23,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,2,0.0,0,28,6.16,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,3,0.0,0,31,14.49,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,4,3.276545207,1,30,19.2,-82.94,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,5,22.992153731000002,3,31,24.13,-4.73,Normal
Telangana,Jayashankar Bhupalapally,2018,6,72.912349171,5,30,129.34,-43.63,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,7,218.67829506,16,31,346.82,-36.95,Large Deficit
Telangana,Jayashankar Bhupalapally,2018,8,394.140414554,23,31,228.78,72.28,Large Excess
Telangana,Jayashankar Bhupalapally,2018,9,551.180045575,19,30,259.34,112.53,Large Excess
Telangana,Jayashankar Bhupalapally,2018,10,99.87688693199999,6,31,62.01,61.06,Large Excess
Telangana,Jayashankar Bhupalapally,2018,11,7.085977419000001,1,30,6.38,11.1,Above Normal
Telangana,Jayashankar Bhupalapally,2018,12,2.525657557,0,31,9.39,-73.11,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,1,41.403409146,2,25,12.23,238.6,Large Excess
Telangana,Jayashankar Bhupalapally,2019,2,1.458406441,0,24,6.16,-76.33,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,3,2.000429456,0,25,14.49,-86.19,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,4,31.420297403,5,28,19.2,63.61,Large Excess
Telangana,Jayashankar Bhupalapally,2019,5,6.534969010999999,1,26,24.13,-72.92,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,6,91.68136416600001,8,26,129.34,-29.12,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,7,362.387076042,14,27,346.82,4.49,Normal
Telangana,Jayashankar Bhupalapally,2019,8,386.034215638,21,26,228.78,68.73,Large Excess
Telangana,Jayashankar Bhupalapally,2019,9,196.365084712,20,24,259.34,-24.28,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,10,175.23608993,13,24,62.01,182.58,Large Excess
Telangana,Jayashankar Bhupalapally,2019,11,0.477842448,0,24,6.38,-92.51,Large Deficit
Telangana,Jayashankar Bhupalapally,2019,12,0.386084964,0,25,9.39,-95.89,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,1,1.726965715,0,27,12.23,-85.88,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,2,30.345032543,1,22,6.16,392.59,Large Excess
Telangana,Jayashankar Bhupalapally,2020,3,12.362842469,2,26,14.49,-14.66,Below Normal
Telangana,Jayashankar Bhupalapally,2020,4,16.252627906,5,27,19.2,-15.37,Below Normal
Telangana,Jayashankar Bhupalapally,2020,5,22.833044725,2,26,24.13,-5.39,Below Normal
Telangana,Jayashankar Bhupalapally,2020,6,181.16055676,13,25,129.34,40.06,Large Excess
Telangana,Jayashankar Bhupalapally,2020,7,268.764150039,16,25,346.82,-22.51,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,8,0.018423489,0,28,228.78,-99.99,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,9,30.406589211,1,25,259.34,-88.28,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,10,4.476851439,1,23,62.01,-92.78,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,11,1.726965715,0,24,6.38,-72.92,Large Deficit
Telangana,Jayashankar Bhupalapally,2020,12,30.345032543,1,25,9.39,223.12,Large Excess
Telangana,Jayashankar Bhupalapally,2021,1,0.0,0,23,12.23,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2021,2,5.158391407,1,24,6.16,-16.26,Below Normal
Telangana,Jayashankar Bhupalapally,2021,3,0.0,0,24,14.49,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2021,4,32.746367042,3,26,19.2,70.52,Large Excess
Telangana,Jayashankar Bhupalapally,2021,5,44.426230520000004,4,25,24.13,84.08,Large Excess
Telangana,Jayashankar Bhupalapally,2021,6,158.10254145300001,14,25,129.34,22.24,Large Excess
Telangana,Jayashankar Bhupalapally,2021,7,283.273636168,12,22,346.82,-18.32,Below Normal
Telangana,Jayashankar Bhupalapally,2021,8,175.806466996,17,27,228.78,-23.16,Large Deficit
Telangana,Jayashankar Bhupalapally,2021,9,258.425698598,13,20,259.34,-0.35,Normal
Telangana,Jayashankar Bhupalapally,2021,10,38.087603443,6,22,62.01,-38.58,Large Deficit
Telangana,Jayashankar Bhupalapally,2021,11,19.617813283,3,27,6.38,207.59,Large Excess
Telangana,Jayashankar Bhupalapally,2021,12,0.002679094,0,26,9.39,-99.97,Large Deficit
Telangana,Jayashankar Bhupalapally,2022,1,42.463153719,4,28,12.23,247.26,Large Excess
Telangana,Jayashankar Bhupalapally,2022,2,0.0,0,24,6.16,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2022,3,0.0,0,27,14.49,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2022,4,0.408910418,0,26,19.2,-97.87,Large Deficit
Telangana,Jayashankar Bhupalapally,2022,5,8.500380799,0,23,24.13,-64.78,Large Deficit
Telangana,Jayashankar Bhupalapally,2022,6,213.871495169,12,25,129.34,65.35,Large Excess
Telangana,Jayashankar Bhupalapally,2022,7,462.04036578,20,23,346.82,33.22,Large Excess
Telangana,Jayashankar Bhupalapally,2022,8,211.411435477,12,24,228.78,-7.59,Below Normal
Telangana,Jayashankar Bhupalapally,2022,9,218.779260723,13,22,259.34,-15.64,Below Normal
Telangana,Jayashankar Bhupalapally,2022,10,52.145646767900004,4,26,62.01,-15.91,Below Normal
Telangana,Jayashankar Bhupalapally,2022,11,0.0,0,23,6.38,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2022,12,0.5199496514,0,24,9.39,-94.46,Large Deficit
Telangana,Jayashankar Bhupalapally,2023,1,0.0017717509,0,25,12.23,-99.99,Large Deficit
Telangana,Jayashankar Bhupalapally,2023,2,0.0,0,19,6.16,-100.0,Large Deficit
Telangana,Jayashankar Bhupalapally,2023,3,72.55859647909999,3,27,14.49,400.85,Large Excess
Telangana,Jayashankar Bhupalapally,2023,4,31.1212880037,4,26,19.2,62.05,Large Excess
Telangana,Jayashankar Bhupalapally,2023,5,39.5194010744,2,23,24.13,63.75,Large Excess
Telangana,Jayashankar Bhupalapally,2023,6,58.3190068981,8,24,129.34,-54.91,Large Deficit
Telangana,Jayashankar Bhupalapally,2023,7,485.7870473894,15,23,346.82,40.07,Large Excess
Telangana,Jayashankar Bhupalapally,2023,8,205.2943956336,13,24,228.78,-10.27,Below Normal
Telangana,Jayashankar Bhupalapally,2023,9,300.8654148992,18,22,259.34,16.01,Above Normal
Telangana,Jayashankar Bhupalapally,2023,10,2.255062948,0,21,62.01,-96.36,Large Deficit
Telangana,Jayashankar Bhupalapally,2023,11,9.359379951600001,1,21,6.38,46.74,Large Excess
Telangana,Jayashankar Bhupalapally,2023,12,22.569010494500002,2,27,9.39,140.32,Large Excess
Telangana,Jayashankar Bhupalapally,2024,1,0.0,0,3,12.23,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2018,1,0.0,0,31,5.89,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2018,2,0.0,0,28,0.29,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2018,3,0.0,0,31,3.3,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2018,4,0.304616783,0,29,17.79,-98.29,Large Deficit
Telangana,Jogulamba Gadwal,2018,5,3.990856243,0,25,37.56,-89.38,Large Deficit
Telangana,Jogulamba Gadwal,2018,6,20.47591356,4,23,73.79,-72.25,Large Deficit
Telangana,Jogulamba Gadwal,2018,7,81.82496752,8,28,157.63,-48.09,Large Deficit
Telangana,Jogulamba Gadwal,2018,8,43.702116457,4,27,50.38,-13.26,Below Normal
Telangana,Jogulamba Gadwal,2018,9,58.998610942,9,23,80.99,-27.15,Large Deficit
Telangana,Jogulamba Gadwal,2018,10,43.314652747000004,5,23,50.3,-13.88,Below Normal
Telangana,Jogulamba Gadwal,2018,11,18.436164652,2,22,14.95,23.31,Large Excess
Telangana,Jogulamba Gadwal,2018,12,2.356693639,0,22,2.98,-20.98,Large Deficit
Telangana,Jogulamba Gadwal,2019,1,34.216719019,3,25,5.89,480.53,Large Excess
Telangana,Jogulamba Gadwal,2019,2,0.0,0,16,0.29,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2019,3,0.0,0,26,3.3,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2019,4,13.485602486,2,25,17.79,-24.17,Large Deficit
Telangana,Jogulamba Gadwal,2019,5,12.633684139,2,21,37.56,-66.37,Large Deficit
Telangana,Jogulamba Gadwal,2019,6,48.763945185,5,27,73.79,-33.91,Large Deficit
Telangana,Jogulamba Gadwal,2019,7,63.338849479,10,21,157.63,-59.82,Large Deficit
Telangana,Jogulamba Gadwal,2019,8,91.891970835,7,24,50.38,82.39,Large Excess
Telangana,Jogulamba Gadwal,2019,9,128.847800447,10,25,80.99,59.09,Large Excess
Telangana,Jogulamba Gadwal,2019,10,82.222626531,7,25,50.3,63.48,Large Excess
Telangana,Jogulamba Gadwal,2019,11,1.6898189959999999,0,26,14.95,-88.7,Large Deficit
Telangana,Jogulamba Gadwal,2019,12,2.083927434,0,26,2.98,-30.13,Large Deficit
Telangana,Jogulamba Gadwal,2020,1,1.6065245479999999,0,30,5.89,-72.74,Large Deficit
Telangana,Jogulamba Gadwal,2020,2,0.6077645319999999,0,29,0.29,112.79,Large Excess
Telangana,Jogulamba Gadwal,2020,3,2.261376635,0,31,3.3,-31.45,Large Deficit
Telangana,Jogulamba Gadwal,2020,4,9.968002247000001,2,30,17.79,-43.95,Large Deficit
Telangana,Jogulamba Gadwal,2020,5,24.720007142,1,31,37.56,-34.19,Large Deficit
Telangana,Jogulamba Gadwal,2020,6,160.648524183,15,30,73.79,117.73,Large Excess
Telangana,Jogulamba Gadwal,2020,7,259.44244853099997,17,31,157.63,64.59,Large Excess
Telangana,Jogulamba Gadwal,2020,8,0.0,0,31,50.38,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2020,9,1.1856334679999998,0,30,80.99,-98.54,Large Deficit
Telangana,Jogulamba Gadwal,2020,10,2.9740150859999996,0,31,50.3,-94.09,Large Deficit
Telangana,Jogulamba Gadwal,2020,11,0.316017161,0,30,14.95,-97.89,Large Deficit
Telangana,Jogulamba Gadwal,2020,12,1.1856334679999998,0,31,2.98,-60.25,Large Deficit
Telangana,Jogulamba Gadwal,2021,1,2.067630466,0,26,5.89,-64.92,Large Deficit
Telangana,Jogulamba Gadwal,2021,2,1.1059688749999999,0,22,0.29,287.21,Large Excess
Telangana,Jogulamba Gadwal,2021,3,0.010537593,0,25,3.3,-99.68,Large Deficit
Telangana,Jogulamba Gadwal,2021,4,10.77622912,2,27,17.79,-39.41,Large Deficit
Telangana,Jogulamba Gadwal,2021,5,53.216407816,8,24,37.56,41.68,Large Excess
Telangana,Jogulamba Gadwal,2021,6,92.672745949,6,28,73.79,25.6,Large Excess
Telangana,Jogulamba Gadwal,2021,7,138.946053506,11,24,157.63,-11.85,Below Normal
Telangana,Jogulamba Gadwal,2021,8,41.433330212,4,21,50.38,-17.76,Below Normal
Telangana,Jogulamba Gadwal,2021,9,62.295507852,7,23,80.99,-23.08,Large Deficit
Telangana,Jogulamba Gadwal,2021,10,70.709050973,4,24,50.3,40.59,Large Excess
Telangana,Jogulamba Gadwal,2021,11,54.44538826,7,25,14.95,264.16,Large Excess
Telangana,Jogulamba Gadwal,2021,12,0.12046091,0,26,2.98,-95.96,Large Deficit
Telangana,Jogulamba Gadwal,2022,1,3.367213743,1,23,5.89,-42.87,Large Deficit
Telangana,Jogulamba Gadwal,2022,2,0.0,0,23,0.29,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2022,3,2.911168697,0,28,3.3,-11.75,Below Normal
Telangana,Jogulamba Gadwal,2022,4,4.056918678,0,26,17.79,-77.19,Large Deficit
Telangana,Jogulamba Gadwal,2022,5,43.941331212,3,26,37.56,16.99,Above Normal
Telangana,Jogulamba Gadwal,2022,6,66.710837259,3,24,73.79,-9.59,Below Normal
Telangana,Jogulamba Gadwal,2022,7,136.011913863,12,24,157.63,-13.71,Below Normal
Telangana,Jogulamba Gadwal,2022,8,93.770625681,10,21,50.38,86.12,Large Excess
Telangana,Jogulamba Gadwal,2022,9,103.227464027,8,21,80.99,27.46,Large Excess
Telangana,Jogulamba Gadwal,2022,10,99.2909424455,7,24,50.3,97.41,Large Excess
Telangana,Jogulamba Gadwal,2022,11,0.1445693201,0,21,14.95,-99.03,Large Deficit
Telangana,Jogulamba Gadwal,2022,12,10.8184925445,2,24,2.98,262.73,Large Excess
Telangana,Jogulamba Gadwal,2023,1,0.0,0,22,5.89,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2023,2,0.0,0,23,0.29,-100.0,Large Deficit
Telangana,Jogulamba Gadwal,2023,3,14.609683194699999,1,20,3.3,342.88,Large Excess
Telangana,Jogulamba Gadwal,2023,4,68.1194366619,4,23,17.79,283.01,Large Excess
Telangana,Jogulamba Gadwal,2023,5,86.86577649990001,5,31,37.56,131.26,Large Excess
Telangana,Jogulamba Gadwal,2023,6,53.4383392408,8,30,73.79,-27.58,Large Deficit
Telangana,Jogulamba Gadwal,2023,7,266.21495098,16,31,157.63,68.89,Large Excess
Telangana,Jogulamba Gadwal,2023,8,31.4986950545,4,31,50.38,-37.48,Large Deficit
Telangana,Jogulamba Gadwal,2023,9,131.389515832,8,30,80.99,62.23,Large Excess
Telangana,Jogulamba Gadwal,2023,10,3.2654664254,0,31,50.3,-93.51,Large Deficit
Telangana,Jogulamba Gadwal,2023,11,14.6726826793,1,30,14.95,-1.86,Normal
Telangana,Jogulamba Gadwal,2023,12,1.3299096365,0,31,2.98,-55.41,Large Deficit
Telangana,Jogulamba Gadwal,2024,1,0.0,0,3,5.89,-100.0,Large Deficit
Telangana,Kamareddy,2018,1,0.0,0,27,4.23,-100.0,Large Deficit
Telangana,Kamareddy,2018,2,0.0,0,25,2.2,-100.0,Large Deficit
Telangana,Kamareddy,2018,3,1.4110256650000002,0,25,13.59,-89.62,Large Deficit
Telangana,Kamareddy,2018,4,0.0,0,26,15.07,-100.0,Large Deficit
Telangana,Kamareddy,2018,5,9.584163758,0,25,29.55,-67.57,Large Deficit
Telangana,Kamareddy,2018,6,14.032091048,1,24,129.13,-89.13,Large Deficit
Telangana,Kamareddy,2018,7,143.88913140900002,10,26,333.64,-56.87,Large Deficit
Telangana,Kamareddy,2018,8,159.386064188,14,28,131.62,21.09,Large Excess
Telangana,Kamareddy,2018,9,219.858544237,9,27,223.78,-1.75,Normal
Telangana,Kamareddy,2018,10,58.478785231,6,27,70.68,-17.26,Below Normal
Telangana,Kamareddy,2018,11,2.8415010609999998,1,26,6.66,-57.32,Large Deficit
Telangana,Kamareddy,2018,12,0.252454986,0,27,2.37,-89.34,Large Deficit
Telangana,Kamareddy,2019,1,0.111375854,0,24,4.23,-97.37,Large Deficit
Telangana,Kamareddy,2019,2,0.0,0,23,2.2,-100.0,Large Deficit
Telangana,Kamareddy,2019,3,0.145147498,0,24,13.59,-98.93,Large Deficit
Telangana,Kamareddy,2019,4,1.992756519,0,25,15.07,-86.77,Large Deficit
Telangana,Kamareddy,2019,5,6.286029169,1,26,29.55,-78.73,Large Deficit
Telangana,Kamareddy,2019,6,111.639476812,7,25,129.13,-13.55,Below Normal
Telangana,Kamareddy,2019,7,212.29401108699997,12,24,333.64,-36.37,Large Deficit
Telangana,Kamareddy,2019,8,176.023446167,11,23,131.62,33.73,Large Excess
Telangana,Kamareddy,2019,9,256.384059391,16,23,223.78,14.57,Above Normal
Telangana,Kamareddy,2019,10,168.333948351,15,26,70.68,138.17,Large Excess
Telangana,Kamareddy,2019,11,0.0,0,22,6.66,-100.0,Large Deficit
Telangana,Kamareddy,2019,12,0.012050156,0,25,2.37,-99.49,Large Deficit
Telangana,Kamareddy,2020,1,17.338625427,1,31,4.23,310.17,Large Excess
Telangana,Kamareddy,2020,2,12.73043668,1,29,2.2,478.09,Large Excess
Telangana,Kamareddy,2020,3,38.614347248,3,31,13.59,184.17,Large Excess
Telangana,Kamareddy,2020,4,22.150902917,4,30,15.07,47.02,Large Excess
Telangana,Kamareddy,2020,5,28.558002398,5,31,29.55,-3.37,Normal
Telangana,Kamareddy,2020,6,178.052973685,12,30,129.13,37.88,Large Excess
Telangana,Kamareddy,2020,7,247.84653467,21,31,333.64,-25.72,Large Deficit
Telangana,Kamareddy,2020,8,0.0,0,31,131.62,-100.0,Large Deficit
Telangana,Kamareddy,2020,9,12.769129039000001,1,30,223.78,-94.29,Large Deficit
Telangana,Kamareddy,2020,10,55.103122792,4,31,70.68,-22.04,Large Deficit
Telangana,Kamareddy,2020,11,1.250788049,0,30,6.66,-81.21,Large Deficit
Telangana,Kamareddy,2020,12,12.769129039000001,1,31,2.37,439.12,Large Excess
Telangana,Kamareddy,2021,1,3.82229092,1,27,4.23,-9.58,Below Normal
Telangana,Kamareddy,2021,2,0.45677261700000005,0,23,2.2,-79.26,Large Deficit
Telangana,Kamareddy,2021,3,0.0,0,21,13.59,-100.0,Large Deficit
Telangana,Kamareddy,2021,4,8.539735330000001,2,23,15.07,-43.32,Large Deficit
Telangana,Kamareddy,2021,5,25.81657178,4,22,29.55,-12.65,Below Normal
Telangana,Kamareddy,2021,6,290.413506371,15,28,129.13,124.9,Large Excess
Telangana,Kamareddy,2021,7,372.520839681,15,25,333.64,11.65,Above Normal
Telangana,Kamareddy,2021,8,222.869930099,12,23,131.62,69.32,Large Excess
Telangana,Kamareddy,2021,9,365.648148713,14,27,223.78,63.39,Large Excess
Telangana,Kamareddy,2021,10,26.219466629,2,27,70.68,-62.9,Large Deficit
Telangana,Kamareddy,2021,11,14.981037978000002,2,24,6.66,125.03,Large Excess
Telangana,Kamareddy,2021,12,0.00855441,0,25,2.37,-99.64,Large Deficit
Telangana,Kamareddy,2022,1,8.317728944999999,2,20,4.23,96.77,Large Excess
Telangana,Kamareddy,2022,2,0.025663231,0,25,2.2,-98.83,Large Deficit
Telangana,Kamareddy,2022,3,0.593049685,0,27,13.59,-95.64,Large Deficit
Telangana,Kamareddy,2022,4,0.452097842,0,23,15.07,-97.0,Large Deficit
Telangana,Kamareddy,2022,5,16.8243610782,1,22,29.55,-43.07,Large Deficit
Telangana,Kamareddy,2022,6,110.310542481,9,21,129.13,-14.58,Below Normal
Telangana,Kamareddy,2022,7,360.056423562,15,22,333.64,7.92,Above Normal
Telangana,Kamareddy,2022,8,126.275089077,9,23,131.62,-4.06,Normal
Telangana,Kamareddy,2022,9,184.92588901599999,10,22,223.78,-17.36,Below Normal
Telangana,Kamareddy,2022,10,112.8037057981,9,27,70.68,59.6,Large Excess
Telangana,Kamareddy,2022,11,4.09311e-05,0,26,6.66,-100.0,Large Deficit
Telangana,Kamareddy,2022,12,0.0471481006,0,25,2.37,-98.01,Large Deficit
Telangana,Kamareddy,2023,1,0.0,0,31,4.23,-100.0,Large Deficit
Telangana,Kamareddy,2023,2,0.0,0,28,2.2,-100.0,Large Deficit
Telangana,Kamareddy,2023,3,40.767888862999996,3,31,13.59,200.02,Large Excess
Telangana,Kamareddy,2023,4,57.2621408847,8,30,15.07,280.07,Large Excess
Telangana,Kamareddy,2023,5,90.2543571609,7,31,29.55,205.39,Large Excess
Telangana,Kamareddy,2023,6,70.3472647773,9,30,129.13,-45.52,Large Deficit
Telangana,Kamareddy,2023,7,665.2502413481,23,31,333.64,99.39,Large Excess
Telangana,Kamareddy,2023,8,105.18450440779999,9,31,131.62,-20.09,Large Deficit
Telangana,Kamareddy,2023,9,303.1144298114,14,29,223.78,35.45,Large Excess
Telangana,Kamareddy,2023,10,3.1359410341,1,25,70.68,-95.56,Large Deficit
Telangana,Kamareddy,2023,11,20.8711411368,2,24,6.66,213.5,Large Excess
Telangana,Kamareddy,2023,12,1.1218429765,0,27,2.37,-52.64,Large Deficit
Telangana,Kamareddy,2024,1,0.0,0,3,4.23,-100.0,Large Deficit
Telangana,Karimnagar,2018,1,0.0,0,25,10.88,-100.0,Large Deficit
Telangana,Karimnagar,2018,2,0.0,0,23,3.92,-100.0,Large Deficit
Telangana,Karimnagar,2018,3,0.0,0,28,15.33,-100.0,Large Deficit
Telangana,Karimnagar,2018,4,3.034855045,1,23,15.48,-80.39,Large Deficit
Telangana,Karimnagar,2018,5,18.709291339,1,23,16.98,10.18,Above Normal
Telangana,Karimnagar,2018,6,32.648292273,3,24,78.46,-58.39,Large Deficit
Telangana,Karimnagar,2018,7,167.027554551,17,27,340.96,-51.01,Large Deficit
Telangana,Karimnagar,2018,8,206.17354701399998,13,28,125.76,63.94,Large Excess
Telangana,Karimnagar,2018,9,345.867757621,13,27,217.22,59.22,Large Excess
Telangana,Karimnagar,2018,10,29.039631096,3,26,56.23,-48.35,Large Deficit
Telangana,Karimnagar,2018,11,5.328227098,1,19,8.68,-38.62,Large Deficit
Telangana,Karimnagar,2018,12,0.0,0,25,1.66,-100.0,Large Deficit
Telangana,Karimnagar,2019,1,49.687003251,2,26,10.88,356.58,Large Excess
Telangana,Karimnagar,2019,2,1.063699537,0,20,3.92,-72.89,Large Deficit
Telangana,Karimnagar,2019,3,0.814903674,0,25,15.33,-94.68,Large Deficit
Telangana,Karimnagar,2019,4,6.751464048,0,24,15.48,-56.38,Large Deficit
Telangana,Karimnagar,2019,5,1.677332292,0,28,16.98,-90.12,Large Deficit
Telangana,Karimnagar,2019,6,86.184506977,8,25,78.46,9.85,Above Normal
Telangana,Karimnagar,2019,7,246.327326666,13,25,340.96,-27.75,Large Deficit
Telangana,Karimnagar,2019,8,245.323580826,15,28,125.76,95.07,Large Excess
Telangana,Karimnagar,2019,9,232.027079443,17,24,217.22,6.82,Above Normal
Telangana,Karimnagar,2019,10,171.510280306,13,23,56.23,205.02,Large Excess
Telangana,Karimnagar,2019,11,16.506649456,1,24,8.68,90.15,Large Excess
Telangana,Karimnagar,2019,12,1.598797943,0,24,1.66,-3.69,Normal
Telangana,Karimnagar,2020,1,4.996850383,1,31,10.88,-54.08,Large Deficit
Telangana,Karimnagar,2020,2,18.342999467,1,29,3.92,367.56,Large Excess
Telangana,Karimnagar,2020,3,16.341787785,2,31,15.33,6.62,Above Normal
Telangana,Karimnagar,2020,4,13.667412733,3,30,15.48,-11.7,Below Normal
Telangana,Karimnagar,2020,5,18.676926881,2,31,16.98,9.99,Above Normal
Telangana,Karimnagar,2020,6,94.378107536,6,22,78.46,20.29,Large Excess
Telangana,Karimnagar,2020,7,242.113381575,19,28,340.96,-28.99,Large Deficit
Telangana,Karimnagar,2020,8,1.36172499,0,20,125.76,-98.92,Large Deficit
Telangana,Karimnagar,2020,9,17.008092374,1,27,217.22,-92.17,Large Deficit
Telangana,Karimnagar,2020,10,14.196722731000001,1,28,56.23,-74.75,Large Deficit
Telangana,Karimnagar,2020,11,1.36172499,0,21,8.68,-84.31,Large Deficit
Telangana,Karimnagar,2020,12,0.0,0,23,1.66,-100.0,Large Deficit
Telangana,Karimnagar,2021,1,1.32896963,0,22,10.88,-87.79,Large Deficit
Telangana,Karimnagar,2021,2,4.132258628,1,24,3.92,5.33,Above Normal
Telangana,Karimnagar,2021,3,0.0,0,24,15.33,-100.0,Large Deficit
Telangana,Karimnagar,2021,4,25.334241287,2,25,15.48,63.68,Large Excess
Telangana,Karimnagar,2021,5,7.670966215,2,25,16.98,-54.83,Large Deficit
Telangana,Karimnagar,2021,6,155.550640163,9,24,78.46,98.26,Large Excess
Telangana,Karimnagar,2021,7,357.51287689099996,11,23,340.96,4.86,Normal
Telangana,Karimnagar,2021,8,96.164605548,8,21,125.76,-23.54,Large Deficit
