state_name,district_name,year,season,total_rainfall_mm,rainy_days,data_days,lpa_mm,departure_pct,anomaly_category,is_above_normal
Telangana,Medak,2022,Kharif,877.34227664,51,99,661.72,32.59,Large Excess,1
Telangana,Medak,2022,Rabi,80.62113199939999,7,117,78.34,2.91,Normal,0
Telangana,Medak,2022,Zaid,63.504434545,4,77,62.11,2.24,Normal,0
Telangana,Medak,2023,Kharif,717.3859351405,40,99,661.72,8.41,Above Normal,1
Telangana,Medak,2023,Rabi,20.1582943348,3,75,78.34,-74.27,Large Deficit,0
Telangana,Medak,2023,Zaid,98.9377765548,11,70,62.11,59.29,Large Excess,1
Telangana,Medchal Malkajgiri,2017,Rabi,0.0,0,48,68.19,-100.0,Large Deficit,0
Telangana,Medchal Malkajgiri,2018,Kharif,328.031550909,27,100,454.84,-27.88,Large Deficit,0
Telangana,Medchal Malkajgiri,2018,Rabi,100.531437034,9,116,68.19,47.43,Large Excess,1
Telangana,Medchal Malkajgiri,2018,Zaid,41.090985488,4,70,53.82,-23.65,Large Deficit,0
Telangana,Medchal Malkajgiri,2019,Kharif,457.496913934,35,93,454.84,0.58,Normal,0
Telangana,Medchal Malkajgiri,2019,Rabi,203.695850931,20,125,68.19,198.72,Large Excess,1
Telangana,Medchal Malkajgiri,2019,Zaid,31.844381593999998,2,69,53.82,-40.83,Large Deficit,0
Telangana,Medchal Malkajgiri,2020,Kharif,207.221653637,17,98,454.84,-54.44,Large Deficit,0
Telangana,Medchal Malkajgiri,2020,Rabi,19.602780685,2,127,68.19,-71.25,Large Deficit,0
Telangana,Medchal Malkajgiri,2020,Zaid,51.559483914,5,74,53.82,-4.2,Normal,0
Telangana,Medchal Malkajgiri,2021,Kharif,746.595263583,39,99,454.84,64.14,Large Excess,1
Telangana,Medchal Malkajgiri,2021,Rabi,103.742050433,10,124,68.19,52.14,Large Excess,1
Telangana,Medchal Malkajgiri,2021,Zaid,40.46468097,6,71,53.82,-24.81,Large Deficit,0
Telangana,Medchal Malkajgiri,2022,Kharif,324.625203025,23,45,454.84,-28.63,Large Deficit,0
Telangana,Medchal Malkajgiri,2022,Rabi,35.289073109600004,4,116,68.19,-48.25,Large Deficit,0
Telangana,Medchal Malkajgiri,2022,Zaid,10.741234472,2,69,53.82,-80.04,Large Deficit,0
Telangana,Medchal Malkajgiri,2023,Kharif,665.0875959118,36,97,454.84,46.22,Large Excess,1
Telangana,Medchal Malkajgiri,2023,Rabi,14.4645378329,2,74,68.19,-78.79,Large Deficit,0
Telangana,Medchal Malkajgiri,2023,Zaid,147.20749866059998,8,70,53.82,173.53,Large Excess,1
Telangana,Medchal-Malkajgiri,2022,Kharif,237.546882547,19,53,237.55,0.0,Normal,0
Telangana,Medchal-Malkajgiri,2022,Rabi,51.953676639,4,11,51.95,0.0,Normal,0
Telangana,Mulugu,2017,Rabi,0.0,0,53,99.58,-100.0,Large Deficit,0
Telangana,Mulugu,2018,Kharif,996.997561577,48,102,1017.83,-2.05,Normal,0
Telangana,Mulugu,2018,Rabi,154.087359325,14,128,99.58,54.73,Large Excess,1
Telangana,Mulugu,2018,Zaid,24.371031495,3,77,70.16,-65.26,Large Deficit,0
Telangana,Mulugu,2019,Kharif,1141.245346379,59,99,1017.83,12.13,Above Normal,1
Telangana,Mulugu,2019,Rabi,236.714302001,17,125,99.58,137.7,Large Excess,1
Telangana,Mulugu,2019,Zaid,47.322005039,10,78,70.16,-32.55,Large Deficit,0
Telangana,Mulugu,2020,Kharif,642.908845807,33,101,1017.83,-36.84,Large Deficit,0
Telangana,Mulugu,2020,Rabi,30.24187674,4,121,99.58,-69.63,Large Deficit,0
Telangana,Mulugu,2020,Zaid,55.384046947,7,73,70.16,-21.06,Large Deficit,0
Telangana,Mulugu,2021,Kharif,999.02847707,57,98,1017.83,-1.85,Normal,0
Telangana,Mulugu,2021,Rabi,98.163839645,8,115,99.58,-1.43,Normal,0
Telangana,Mulugu,2021,Zaid,111.588171792,13,73,70.16,59.05,Large Excess,1
Telangana,Mulugu,2022,Kharif,1356.793601574,58,97,1017.83,33.3,Large Excess,1
Telangana,Mulugu,2022,Rabi,77.3071122867,8,114,99.58,-22.37,Large Deficit,0
Telangana,Mulugu,2022,Zaid,28.8534790526,5,70,70.16,-58.87,Large Deficit,0
Telangana,Mulugu,2023,Kharif,970.0201430588,57,100,1017.83,-4.7,Normal,0
Telangana,Mulugu,2023,Rabi,100.57685536380001,6,77,99.58,1.0,Normal,0
Telangana,Mulugu,2023,Zaid,153.441507155,12,82,70.16,118.7,Large Excess,1
Telangana,Nagarkurnool,2017,Rabi,0.0,0,48,76.32,-100.0,Large Deficit,0
Telangana,Nagarkurnool,2018,Kharif,191.463246349,23,94,368.23,-48.0,Large Deficit,0
Telangana,Nagarkurnool,2018,Rabi,136.353082781,12,122,76.32,78.67,Large Excess,1
Telangana,Nagarkurnool,2018,Zaid,23.637816272,2,73,54.06,-56.27,Large Deficit,0
Telangana,Nagarkurnool,2019,Kharif,434.997918378,45,95,368.23,18.13,Above Normal,1
Telangana,Nagarkurnool,2019,Rabi,119.142599417,12,120,76.32,56.11,Large Excess,1
Telangana,Nagarkurnool,2019,Zaid,21.535943324,2,68,54.06,-60.16,Large Deficit,0
Telangana,Nagarkurnool,2020,Kharif,217.098899391,21,98,368.23,-41.04,Large Deficit,0
Telangana,Nagarkurnool,2020,Rabi,13.418636294999999,0,124,76.32,-82.42,Large Deficit,0
Telangana,Nagarkurnool,2020,Zaid,38.314162764,7,70,54.06,-29.12,Large Deficit,0
Telangana,Nagarkurnool,2021,Kharif,426.750532458,40,99,368.23,15.89,Above Normal,1
Telangana,Nagarkurnool,2021,Rabi,90.651656661,10,113,76.32,18.78,Above Normal,1
Telangana,Nagarkurnool,2021,Zaid,64.097848188,7,80,54.06,18.58,Above Normal,1
Telangana,Nagarkurnool,2022,Kharif,585.940439995,48,99,368.23,59.12,Large Excess,1
Telangana,Nagarkurnool,2022,Rabi,136.1503637861,12,124,76.32,78.4,Large Excess,1
Telangana,Nagarkurnool,2022,Zaid,54.871817607000004,8,76,54.06,1.51,Normal,0
Telangana,Nagarkurnool,2023,Kharif,353.1404326468,29,96,368.23,-4.1,Normal,0
Telangana,Nagarkurnool,2023,Rabi,38.5073702094,6,73,76.32,-49.54,Large Deficit,0
Telangana,Nagarkurnool,2023,Zaid,121.88117919870001,8,72,54.06,125.47,Large Excess,1
Telangana,Nalgonda,2017,Rabi,0.0,0,51,101.9,-100.0,Large Deficit,0
Telangana,Nalgonda,2018,Kharif,372.766277236,25,88,434.14,-14.14,Below Normal,0
Telangana,Nalgonda,2018,Rabi,86.814047537,7,122,101.9,-14.81,Below Normal,0
Telangana,Nalgonda,2018,Zaid,25.864079653,3,74,41.71,-37.98,Large Deficit,0
Telangana,Nalgonda,2019,Kharif,561.807801059,53,122,434.14,29.41,Large Excess,1
Telangana,Nalgonda,2019,Rabi,224.71824534,21,146,101.9,120.53,Large Excess,1
Telangana,Nalgonda,2019,Zaid,26.723271458,5,83,41.71,-35.92,Large Deficit,0
Telangana,Nalgonda,2020,Kharif,296.571975575,26,99,434.14,-31.69,Large Deficit,0
Telangana,Nalgonda,2020,Rabi,36.92426138,4,123,101.9,-63.76,Large Deficit,0
Telangana,Nalgonda,2020,Zaid,44.624063741,6,67,41.71,7.0,Above Normal,1
Telangana,Nalgonda,2021,Kharif,588.276189444,39,92,434.14,35.5,Large Excess,1
Telangana,Nalgonda,2021,Rabi,176.123436334,18,127,101.9,72.84,Large Excess,1
Telangana,Nalgonda,2021,Zaid,37.299683275,4,75,41.71,-10.56,Below Normal,0
Telangana,Nalgonda,2022,Kharif,393.846073954,38,90,434.14,-9.28,Below Normal,0
Telangana,Nalgonda,2022,Rabi,152.34004890420002,14,127,101.9,49.5,Large Excess,1
Telangana,Nalgonda,2022,Zaid,26.852952728,2,70,41.71,-35.61,Large Deficit,0
Telangana,Nalgonda,2023,Kharif,391.5542548398,34,94,434.14,-9.81,Below Normal,0
Telangana,Nalgonda,2023,Rabi,36.3828644442,7,78,101.9,-64.3,Large Deficit,0
Telangana,Nalgonda,2023,Zaid,88.8682255753,12,70,41.71,113.09,Large Excess,1
Telangana,Narayanpet,2017,Rabi,0.0,0,49,69.47,-100.0,Large Deficit,0
Telangana,Narayanpet,2018,Kharif,253.06035802,26,95,501.28,-49.52,Large Deficit,0
Telangana,Narayanpet,2018,Rabi,68.06767361600001,8,127,69.47,-2.01,Normal,0
Telangana,Narayanpet,2018,Zaid,16.196232955,2,71,52.37,-69.07,Large Deficit,0
Telangana,Narayanpet,2019,Kharif,511.91231867,43,122,501.28,2.12,Normal,0
Telangana,Narayanpet,2019,Rabi,153.137831515,16,145,69.47,120.45,Large Excess,1
Telangana,Narayanpet,2019,Zaid,16.491272995,2,92,52.37,-68.51,Large Deficit,0
Telangana,Narayanpet,2020,Kharif,386.357308813,27,102,501.28,-22.93,Large Deficit,0
Telangana,Narayanpet,2020,Rabi,18.637448841999998,2,121,69.47,-73.17,Large Deficit,0
Telangana,Narayanpet,2020,Zaid,59.157223163,7,73,52.37,12.96,Above Normal,1
Telangana,Narayanpet,2021,Kharif,601.4958560379999,44,93,501.28,19.99,Above Normal,1
Telangana,Narayanpet,2021,Rabi,97.890146149,10,114,69.47,40.92,Large Excess,1
Telangana,Narayanpet,2021,Zaid,78.851417639,8,73,52.37,50.57,Large Excess,1
Telangana,Narayanpet,2022,Kharif,664.426599542,49,107,501.28,32.55,Large Excess,1
Telangana,Narayanpet,2022,Rabi,133.1775560721,8,126,69.47,91.71,Large Excess,1
Telangana,Narayanpet,2022,Zaid,78.770405942,7,73,52.37,50.42,Large Excess,1
Telangana,Narayanpet,2023,Kharif,590.4463732229,38,103,501.28,17.79,Above Normal,1
Telangana,Narayanpet,2023,Rabi,15.356782857099999,3,83,69.47,-77.89,Large Deficit,0
Telangana,Narayanpet,2023,Zaid,64.743343138,9,71,52.37,23.63,Large Excess,1
Telangana,Nirmal,2017,Rabi,0.0,0,48,63.05,-100.0,Large Deficit,0
Telangana,Nirmal,2018,Kharif,819.610464547,44,95,970.37,-15.54,Below Normal,0
Telangana,Nirmal,2018,Rabi,127.468134208,11,137,63.05,102.16,Large Excess,1
Telangana,Nirmal,2018,Zaid,47.543244456000004,3,77,39.64,19.93,Above Normal,1
Telangana,Nirmal,2019,Kharif,949.555557969,55,103,970.37,-2.15,Normal,0
Telangana,Nirmal,2019,Rabi,129.816366827,15,123,63.05,105.88,Large Excess,1
Telangana,Nirmal,2019,Zaid,9.741715909,1,89,39.64,-75.43,Large Deficit,0
Telangana,Nirmal,2020,Kharif,254.882840468,25,100,970.37,-73.73,Large Deficit,0
Telangana,Nirmal,2020,Rabi,35.267920375,5,119,63.05,-44.07,Large Deficit,0
Telangana,Nirmal,2020,Zaid,38.611964023,7,68,39.64,-2.6,Normal,0
Telangana,Nirmal,2021,Kharif,1276.505402176,54,96,970.37,31.55,Large Excess,1
Telangana,Nirmal,2021,Rabi,66.659319013,10,124,63.05,5.72,Above Normal,1
Telangana,Nirmal,2021,Zaid,36.028935833,5,79,39.64,-9.11,Below Normal,0
Telangana,Nirmal,2022,Kharif,1547.19424549,58,97,970.37,59.44,Large Excess,1
Telangana,Nirmal,2022,Rabi,52.2295039207,7,119,63.05,-17.17,Below Normal,0
Telangana,Nirmal,2022,Zaid,31.61818545,4,71,39.64,-20.24,Large Deficit,0
Telangana,Nirmal,2023,Kharif,974.4801203463,46,95,970.37,0.42,Normal,0
Telangana,Nirmal,2023,Rabi,29.935967220400002,3,75,63.05,-52.52,Large Deficit,0
Telangana,Nirmal,2023,Zaid,74.3083122433,9,73,39.64,87.45,Large Excess,1
Telangana,Nizamabad,2017,Rabi,0.0,0,46,68.93,-100.0,Large Deficit,0
Telangana,Nizamabad,2018,Kharif,582.987722166,31,92,860.82,-32.27,Large Deficit,0
Telangana,Nizamabad,2018,Rabi,95.110241443,11,124,68.93,37.97,Large Excess,1
Telangana,Nizamabad,2018,Zaid,12.878473266,2,74,32.86,-60.81,Large Deficit,0
Telangana,Nizamabad,2019,Kharif,847.39112069,53,93,860.82,-1.56,Normal,0
Telangana,Nizamabad,2019,Rabi,192.83757685999998,17,127,68.93,179.74,Large Excess,1
Telangana,Nizamabad,2019,Zaid,4.6875242759999995,0,70,32.86,-85.74,Large Deficit,0
Telangana,Nizamabad,2020,Kharif,310.09805591500003,25,101,860.82,-63.98,Large Deficit,0
Telangana,Nizamabad,2020,Rabi,29.687298053,5,124,68.93,-56.93,Large Deficit,0
Telangana,Nizamabad,2020,Zaid,40.087239784,6,71,32.86,21.98,Large Excess,1
Telangana,Nizamabad,2021,Kharif,1160.453218789,50,100,860.82,34.81,Large Excess,1
Telangana,Nizamabad,2021,Rabi,82.553324202,7,118,68.93,19.76,Above Normal,1
Telangana,Nizamabad,2021,Zaid,37.962166232,4,77,32.86,15.52,Above Normal,1
Telangana,Nizamabad,2022,Kharif,1233.118680164,52,100,860.82,43.25,Large Excess,1
Telangana,Nizamabad,2022,Rabi,64.3830540023,8,130,68.93,-6.6,Below Normal,0
Telangana,Nizamabad,2022,Zaid,16.712986705,2,75,32.86,-49.14,Large Deficit,0
Telangana,Nizamabad,2023,Kharif,1030.8427484515,46,92,860.82,19.75,Above Normal,1
Telangana,Nizamabad,2023,Rabi,17.9642034979,2,77,68.93,-73.94,Large Deficit,0
Telangana,Nizamabad,2023,Zaid,84.8475237288,9,72,32.86,158.19,Large Excess,1
Telangana,Peddapalli,2017,Rabi,0.0,0,51,64.32,-100.0,Large Deficit,0
Telangana,Peddapalli,2018,Kharif,838.7026289209999,45,102,806.83,3.95,Normal,0
Telangana,Peddapalli,2018,Rabi,127.364123943,5,113,64.32,98.03,Large Excess,1
Telangana,Peddapalli,2018,Zaid,10.112292045,2,76,38.95,-74.04,Large Deficit,0
Telangana,Peddapalli,2019,Kharif,975.309789741,56,102,806.83,20.88,Large Excess,1
Telangana,Peddapalli,2019,Rabi,144.11657557,14,110,64.32,124.08,Large Excess,1
Telangana,Peddapalli,2019,Zaid,6.756998584000001,0,80,38.95,-82.65,Large Deficit,0
Telangana,Peddapalli,2020,Kharif,354.814978691,24,92,806.83,-56.02,Large Deficit,0
Telangana,Peddapalli,2020,Rabi,30.907139383,3,123,64.32,-51.94,Large Deficit,0
Telangana,Peddapalli,2020,Zaid,36.728926715,4,70,38.95,-5.69,Below Normal,0
Telangana,Peddapalli,2021,Kharif,733.931613843,41,92,806.83,-9.03,Below Normal,0
Telangana,Peddapalli,2021,Rabi,94.443308883,10,143,64.32,46.84,Large Excess,1
Telangana,Peddapalli,2021,Zaid,35.905048314,7,71,38.95,-7.81,Below Normal,0
Telangana,Peddapalli,2022,Kharif,900.9909272736,48,87,806.83,11.67,Above Normal,1
Telangana,Peddapalli,2022,Rabi,43.3280012385,7,130,64.32,-32.63,Large Deficit,0
Telangana,Peddapalli,2022,Zaid,13.712785159,2,72,38.95,-64.79,Large Deficit,0
Telangana,Peddapalli,2023,Kharif,1037.2026706112,48,109,806.83,28.55,Large Excess,1
Telangana,Peddapalli,2023,Rabi,10.0518262138,1,73,64.32,-84.37,Large Deficit,0
Telangana,Peddapalli,2023,Zaid,130.4638366894,8,71,38.95,234.98,Large Excess,1
Telangana,Rajanna Sircilla,2017,Rabi,0.0,0,41,91.05,-100.0,Large Deficit,0
Telangana,Rajanna Sircilla,2018,Kharif,406.320345633,29,91,774.6,-47.54,Large Deficit,0
Telangana,Rajanna Sircilla,2018,Rabi,136.922861889,6,124,91.05,50.37,Large Excess,1
Telangana,Rajanna Sircilla,2018,Zaid,18.669961995999998,2,74,46.02,-59.43,Large Deficit,0
Telangana,Rajanna Sircilla,2019,Kharif,925.661379489,51,107,774.6,19.5,Above Normal,1
Telangana,Rajanna Sircilla,2019,Rabi,227.732684396,18,124,91.05,150.11,Large Excess,1
Telangana,Rajanna Sircilla,2019,Zaid,14.739525492,2,69,46.02,-67.97,Large Deficit,0
Telangana,Rajanna Sircilla,2020,Kharif,372.647306507,23,92,774.6,-51.89,Large Deficit,0
Telangana,Rajanna Sircilla,2020,Rabi,54.031918494,5,128,91.05,-40.66,Large Deficit,0
Telangana,Rajanna Sircilla,2020,Zaid,47.074313455,6,72,46.02,2.3,Normal,0
Telangana,Rajanna Sircilla,2021,Kharif,1360.480735285,58,122,774.6,75.64,Large Excess,1
Telangana,Rajanna Sircilla,2021,Rabi,158.922354707,10,139,91.05,74.54,Large Excess,1
Telangana,Rajanna Sircilla,2021,Zaid,16.284156803000002,1,92,46.02,-64.61,Large Deficit,0
Telangana,Rajanna Sircilla,2022,Kharif,749.267926454,30,48,774.6,-3.27,Normal,0
Telangana,Rajanna Sircilla,2022,Rabi,46.78260422260001,2,124,91.05,-48.62,Large Deficit,0
Telangana,Rajanna Sircilla,2022,Zaid,39.375981045,4,75,46.02,-14.43,Below Normal,0
Telangana,Rajanna Sircilla,2023,Kharif,833.2138778866,35,95,774.6,7.57,Above Normal,1
Telangana,Rajanna Sircilla,2023,Rabi,12.9901107135,2,70,91.05,-85.73,Large Deficit,0
Telangana,Rajanna Sircilla,2023,Zaid,139.9563269032,10,79,46.02,204.14,Large Excess,1
Telangana,Ranga Reddy,2017,Rabi,0.0,0,50,98.47,-100.0,Large Deficit,0
Telangana,Ranga Reddy,2018,Kharif,340.941636677,32,98,427.89,-20.32,Large Deficit,0
Telangana,Ranga Reddy,2018,Rabi,93.637236826,13,122,98.47,-4.91,Normal,0
Telangana,Ranga Reddy,2018,Zaid,38.913296532,3,78,73.48,-47.04,Large Deficit,0
Telangana,Ranga Reddy,2019,Kharif,384.769366073,33,95,427.89,-10.08,Below Normal,0
Telangana,Ranga Reddy,2019,Rabi,123.234857754,19,119,98.47,25.15,Large Excess,1
Telangana,Ranga Reddy,2019,Zaid,54.264364693,8,72,73.48,-26.15,Large Deficit,0
Telangana,Ranga Reddy,2020,Kharif,251.71490886,21,100,427.89,-41.17,Large Deficit,0
Telangana,Ranga Reddy,2020,Rabi,25.317238230999997,4,138,98.47,-74.29,Large Deficit,0
Telangana,Ranga Reddy,2020,Zaid,57.229463327,10,66,73.48,-22.11,Large Deficit,0
Telangana,Ranga Reddy,2021,Kharif,692.122003321,56,122,427.89,61.75,Large Excess,1
Telangana,Ranga Reddy,2021,Rabi,143.971512087,11,151,98.47,46.2,Large Excess,1
Telangana,Ranga Reddy,2021,Zaid,78.174114481,11,92,73.48,6.39,Above Normal,1
Telangana,Ranga Reddy,2022,Kharif,421.058496354,30,59,427.89,-1.6,Normal,0
Telangana,Ranga Reddy,2022,Rabi,183.9996161562,19,130,98.47,86.85,Large Excess,1
Telangana,Ranga Reddy,2022,Zaid,55.713369068,6,92,73.48,-24.18,Large Deficit,0
Telangana,Ranga Reddy,2023,Kharif,476.750276907,47,97,427.89,11.42,Above Normal,1
Telangana,Ranga Reddy,2023,Rabi,119.1467677782,12,81,98.47,21.0,Large Excess,1
Telangana,Ranga Reddy,2023,Zaid,156.57131395230002,15,74,73.48,113.09,Large Excess,1
Telangana,Rangareddy,2022,Kharif,322.349565831,28,63,322.35,0.0,Normal,0
Telangana,Rangareddy,2022,Rabi,84.23531424,6,13,84.24,0.0,Normal,0
Telangana,Ranjanna Sircilla,2022,Kharif,454.112946747,26,63,454.11,0.0,Normal,0
Telangana,Ranjanna Sircilla,2022,Rabi,63.128101130000005,4,13,63.13,0.0,Normal,0
Telangana,Sangareddy,2017,Rabi,0.0,0,47,69.98,-100.0,Large Deficit,0
Telangana,Sangareddy,2018,Kharif,333.263961974,33,97,600.19,-44.47,Large Deficit,0
Telangana,Sangareddy,2018,Rabi,89.674233828,10,116,69.98,28.14,Large Excess,1
Telangana,Sangareddy,2018,Zaid,40.46222382,4,80,69.37,-41.67,Large Deficit,0
Telangana,Sangareddy,2019,Kharif,580.427873965,47,107,600.19,-3.29,Normal,0
Telangana,Sangareddy,2019,Rabi,130.059279658,18,117,69.98,85.85,Large Excess,1
Telangana,Sangareddy,2019,Zaid,17.366659654,2,77,69.37,-74.97,Large Deficit,0
Telangana,Sangareddy,2020,Kharif,299.098691678,26,96,600.19,-50.17,Large Deficit,0
Telangana,Sangareddy,2020,Rabi,18.633507182,3,129,69.98,-73.37,Large Deficit,0
Telangana,Sangareddy,2020,Zaid,61.999469182,8,72,69.37,-10.63,Below Normal,0
Telangana,Sangareddy,2021,Kharif,712.781358007,51,96,600.19,18.76,Above Normal,1
Telangana,Sangareddy,2021,Rabi,79.07086649600001,5,137,69.98,12.99,Above Normal,1
Telangana,Sangareddy,2021,Zaid,43.946243323,5,75,69.37,-36.65,Large Deficit,0
Telangana,Sangareddy,2022,Kharif,936.617289764,70,122,600.19,56.05,Large Excess,1
Telangana,Sangareddy,2022,Rabi,139.068719351,9,138,69.98,98.72,Large Excess,1
Telangana,Sangareddy,2022,Zaid,84.872496604,9,92,69.37,22.34,Large Excess,1
Telangana,Sangareddy,2023,Kharif,738.9314388715,47,98,600.19,23.12,Large Excess,1
Telangana,Sangareddy,2023,Rabi,33.3576980292,2,75,69.98,-52.33,Large Deficit,0
Telangana,Sangareddy,2023,Zaid,167.588976357,12,73,69.37,141.58,Large Excess,1
Telangana,Siddipet,2017,Rabi,0.0,0,43,89.93,-100.0,Large Deficit,0
Telangana,Siddipet,2018,Kharif,365.113652701,29,100,704.34,-48.16,Large Deficit,0
Telangana,Siddipet,2018,Rabi,108.421472658,7,121,89.93,20.56,Large Excess,1
Telangana,Siddipet,2018,Zaid,30.428455146999998,4,73,54.37,-44.04,Large Deficit,0
Telangana,Siddipet,2019,Kharif,771.175596785,49,103,704.34,9.49,Above Normal,1
Telangana,Siddipet,2019,Rabi,212.935968294,15,117,89.93,136.77,Large Excess,1
Telangana,Siddipet,2019,Zaid,41.807870705,5,66,54.37,-23.11,Large Deficit,0
Telangana,Siddipet,2020,Kharif,455.62193132699997,28,94,704.34,-35.31,Large Deficit,0
Telangana,Siddipet,2020,Rabi,40.838238903000004,3,122,89.93,-54.59,Large Deficit,0
Telangana,Siddipet,2020,Zaid,63.78428947,4,75,54.37,17.31,Above Normal,1
Telangana,Siddipet,2021,Kharif,1006.294560044,49,99,704.34,42.87,Large Excess,1
Telangana,Siddipet,2021,Rabi,126.868944759,9,135,89.93,41.07,Large Excess,1
Telangana,Siddipet,2021,Zaid,25.075562001,2,75,54.37,-53.88,Large Deficit,0
Telangana,Siddipet,2022,Kharif,989.78061931,60,122,704.34,40.53,Large Excess,1
Telangana,Siddipet,2022,Rabi,125.5478654631,10,145,89.93,39.6,Large Excess,1
Telangana,Siddipet,2022,Zaid,34.103068885,2,92,54.37,-37.28,Large Deficit,0
Telangana,Siddipet,2023,Kharif,638.0786546410001,33,92,704.34,-9.41,Below Normal,0
Telangana,Siddipet,2023,Rabi,14.9288011878,2,79,89.93,-83.4,Large Deficit,0
Telangana,Siddipet,2023,Zaid,131.0258118225,7,72,54.37,140.99,Large Excess,1
Telangana,Suryapet,2017,Rabi,0.0,0,50,92.28,-100.0,Large Deficit,0
Telangana,Suryapet,2018,Kharif,531.591749102,37,95,611.68,-13.09,Below Normal,0
Telangana,Suryapet,2018,Rabi,112.244242539,7,120,92.28,21.63,Large Excess,1
Telangana,Suryapet,2018,Zaid,18.92472552,3,73,38.17,-50.42,Large Deficit,0
Telangana,Suryapet,2019,Kharif,501.818239474,44,103,611.68,-17.96,Below Normal,0
Telangana,Suryapet,2019,Rabi,138.854583089,12,123,92.28,50.47,Large Excess,1
Telangana,Suryapet,2019,Zaid,27.705100272,2,74,38.17,-27.41,Large Deficit,0
Telangana,Suryapet,2020,Kharif,339.533344674,27,100,611.68,-44.49,Large Deficit,0
Telangana,Suryapet,2020,Rabi,39.351329013,5,123,92.28,-57.36,Large Deficit,0
Telangana,Suryapet,2020,Zaid,39.949368449,5,67,38.17,4.67,Normal,0
Telangana,Suryapet,2021,Kharif,753.263481899,51,103,611.68,23.15,Large Excess,1
Telangana,Suryapet,2021,Rabi,132.11063831,16,151,92.28,43.16,Large Excess,1
Telangana,Suryapet,2021,Zaid,44.451337408,5,70,38.17,16.46,Above Normal,1
Telangana,Suryapet,2022,Kharif,756.553147551,56,122,611.68,23.69,Large Excess,1
Telangana,Suryapet,2022,Rabi,129.7373286943,13,139,92.28,40.59,Large Excess,1
Telangana,Suryapet,2022,Zaid,18.321483277,2,92,38.17,-52.0,Large Deficit,0
Telangana,Suryapet,2023,Kharif,787.2912182635,41,101,611.68,28.71,Large Excess,1
Telangana,Suryapet,2023,Rabi,93.6728054285,5,72,92.28,1.51,Normal,0
Telangana,Suryapet,2023,Zaid,79.6516111743,9,71,38.17,108.69,Large Excess,1
Telangana,Vikarabad,2017,Rabi,0.0,0,50,54.21,-100.0,Large Deficit,0
Telangana,Vikarabad,2018,Kharif,332.834056202,29,95,545.95,-39.04,Large Deficit,0
Telangana,Vikarabad,2018,Rabi,81.718954461,11,118,54.21,50.75,Large Excess,1
Telangana,Vikarabad,2018,Zaid,42.68126516,4,75,73.91,-42.26,Large Deficit,0
Telangana,Vikarabad,2019,Kharif,362.73951329700003,35,97,545.95,-33.56,Large Deficit,0
Telangana,Vikarabad,2019,Rabi,77.897913477,12,128,54.21,43.7,Large Excess,1
Telangana,Vikarabad,2019,Zaid,20.626912793,2,73,73.91,-72.09,Large Deficit,0
Telangana,Vikarabad,2020,Kharif,362.920579221,23,95,545.95,-33.52,Large Deficit,0
Telangana,Vikarabad,2020,Rabi,6.1692436619999995,1,135,54.21,-88.62,Large Deficit,0
Telangana,Vikarabad,2020,Zaid,65.551173088,11,78,73.91,-11.31,Below Normal,0
Telangana,Vikarabad,2021,Kharif,864.600235463,63,122,545.95,58.37,Large Excess,1
Telangana,Vikarabad,2021,Rabi,96.36845540499999,7,151,54.21,77.77,Large Excess,1
Telangana,Vikarabad,2021,Zaid,94.816607372,14,92,73.91,28.28,Large Excess,1
Telangana,Vikarabad,2022,Kharif,670.742112433,41,91,545.95,22.86,Large Excess,1
Telangana,Vikarabad,2022,Rabi,106.7525549273,7,118,54.21,96.93,Large Excess,1
Telangana,Vikarabad,2022,Zaid,93.9338331929,10,88,73.91,27.08,Large Excess,1
Telangana,Vikarabad,2023,Kharif,681.8541880922,38,96,545.95,24.89,Large Excess,1
Telangana,Vikarabad,2023,Rabi,10.5559158982,2,76,54.21,-80.53,Large Deficit,0
Telangana,Vikarabad,2023,Zaid,125.8764329319,8,72,73.91,70.3,Large Excess,1
Telangana,Wanaparthy,2017,Rabi,0.0,0,51,69.62,-100.0,Large Deficit,0
Telangana,Wanaparthy,2018,Kharif,270.904295586,26,95,418.73,-35.3,Large Deficit,0
Telangana,Wanaparthy,2018,Rabi,93.735626832,9,121,69.62,34.65,Large Excess,1
Telangana,Wanaparthy,2018,Zaid,6.775199655,1,73,47.91,-85.86,Large Deficit,0
Telangana,Wanaparthy,2019,Kharif,467.094251834,34,99,418.73,11.55,Above Normal,1
Telangana,Wanaparthy,2019,Rabi,101.806470999,11,123,69.62,46.24,Large Excess,1
Telangana,Wanaparthy,2019,Zaid,24.048521515,3,80,47.91,-49.8,Large Deficit,0
Telangana,Wanaparthy,2020,Kharif,271.039244276,19,87,418.73,-35.27,Large Deficit,0
Telangana,Wanaparthy,2020,Rabi,8.327227525,0,131,69.62,-88.04,Large Deficit,0
Telangana,Wanaparthy,2020,Zaid,21.392491444,2,68,47.91,-55.35,Large Deficit,0
Telangana,Wanaparthy,2021,Kharif,514.903616067,39,122,418.73,22.97,Large Excess,1
Telangana,Wanaparthy,2021,Rabi,122.394676237,14,142,69.62,75.82,Large Excess,1
Telangana,Wanaparthy,2021,Zaid,78.769813009,7,92,47.91,64.42,Large Excess,1
Telangana,Wanaparthy,2022,Kharif,545.724850524,41,102,418.73,30.33,Large Excess,1
